,Adview
4865,1630.6256
4866,1868.3451
4867,1293.4823
4868,1413.2565
4869,1461.913
4870,2282.8325
4871,1553.4971
4872,1063.0442
4873,1670.642
4874,1320.711
4875,1328.1713
4876,1566.161
4877,1938.732
4878,2175.198
4879,1683.8684
4880,1993.7892
4881,2253.8535
4882,1937.5607
4883,1425.5865
4884,2258.137
4885,1440.9287
4886,1210.3811
4887,1972.4169
4888,1875.069
4889,2230.6445
4890,2162.0125
4891,2210.5579
4892,2082.9736
4893,1404.4742
4894,1412.6534
4895,2052.8943
4896,2031.0321
4897,1201.5776
4898,1240.143
4899,1202.14
4900,2169.7292
4901,1563.1759
4902,2213.8015
4903,2175.3274
4904,2063.5002
4905,1255.6576
4906,2154.6047
4907,2058.2734
4908,2063.8733
4909,1236.4762
4910,1592.1405
4911,1382.0895
4912,1696.0483
4913,1872.9117
4914,1826.8877
4915,1677.316
4916,2132.8484
4917,1996.7694
4918,1308.392
4919,1637.0875
4920,2180.1003
4921,1392.3602
4922,1220.8134
4923,1889.5846
4924,2358.4392
4925,1549.2814
4926,2168.2163
4927,2077.2441
4928,2218.1636
4929,2283.0637
4930,2069.717
4931,1222.4747
4932,1657.2294
4933,1541.1481
4934,1748.6511
4935,2108.2126
4936,1567.0885
4937,2137.6045
4938,831.2154
4939,1729.7229
4940,1941.712
4941,1470.3113
4942,1063.4578
4943,2042.3683
4944,1759.2767
4945,2208.7214
4946,1880.6289
4947,1614.3065
4948,1765.787
4949,2191.6477
4950,2059.6577
4951,1614.7167
4952,1233.8386
4953,2164.3071
4954,1192.4869
4955,2425.3108
4956,2295.3196
4957,2201.6272
4958,1833.7369
4959,1778.5691
4960,1561.781
4961,2146.8748
4962,1521.431
4963,1402.4835
4964,2203.9878
4965,1734.2222
4966,2439.7488
4967,1478.0072
4968,2301.6477
4969,1581.4667
4970,2189.8486
4971,2069.2783
4972,1808.0638
4973,2166.8503
4974,1830.9073
4975,2179.8953
4976,1988.9822
4977,2132.1062
4978,1937.7594
4979,2157.1768
4980,1451.6204
4981,1970.6129
4982,2163.473
4983,1025.8135
4984,2216.3015
4985,2115.452
4986,2039.1
4987,2289.41
4988,1856.5729
4989,2008.3932
4990,1392.5143
4991,1571.9308
4992,1203.9762
4993,1377.6508
4994,1636.089
4995,2146.7617
4996,1280.2892
4997,2132.3225
4998,2010.3334
4999,1962.6715
5000,1085.587
5001,2267.243
5002,1381.2933
5003,1801.8304
5004,2019.8728
5005,1567.8184
5006,1389.8539
5007,1120.8345
5008,1828.8344
5009,1462.7784
5010,1562.7297
5011,1910.6991
5012,2098.188
5013,1933.0487
5014,2079.3354
5015,1827.2518
5016,1478.416
5017,1426.2675
5018,1456.1722
5019,1765.1527
5020,1748.0248
5021,2167.4607
5022,1548.8838
5023,1326.194
5024,1732.4172
5025,1617.4562
5026,2158.7766
5027,1588.8337
5028,1207.9966
5029,2065.299
5030,2522.301
5031,2117.1262
5032,1662.406
5033,223.43652
5034,1838.3461
5035,1648.3307
5036,1662.7721
5037,1753.0836
5038,1620.744
5039,2144.7366
5040,2321.7078
5041,2190.8289
5042,2141.5764
5043,1568.7096
5044,1395.8374
5045,1597.3552
5046,1246.7499
5047,1866.899
5048,1939.1823
5049,1503.3236
5050,1818.8436
5051,1566.9894
5052,1750.5099
5053,1212.6403
5054,1688.4478
5055,1711.9403
5056,1478.2191
5057,2043.077
5058,1477.7596
5059,1387.069
5060,1355.6777
5061,2151.718
5062,2099.3967
5063,1255.7404
5064,2159.765
5065,1915.3063
5066,2028.5618
5067,2105.6208
5068,1935.107
5069,1757.0522
5070,1693.0947
5071,1870.8326
5072,1575.1617
5073,1047.5586
5074,2027.5706
5075,1536.1097
5076,1362.829
5077,2061.6438
5078,1685.2623
5079,1351.2412
5080,1449.2579
5081,2558.2766
5082,1495.7147
5083,1804.371
5084,1948.3456
5085,1465.8187
5086,1238.1785
5087,2221.0796
5088,1793.4409
5089,2417.4927
5090,1799.2152
5091,2086.8254
5092,1377.0195
5093,1847.2604
5094,2125.4763
5095,2190.4321
5096,1480.2675
5097,2100.5535
5098,2224.9197
5099,1916.3336
5100,1203.9335
5101,2189.4636
5102,1649.0
5103,1652.8322
5104,1930.9232
5105,1982.6415
5106,2215.1345
5107,1324.2767
5108,1158.7794
5109,2171.5454
5110,1709.0223
5111,1595.736
5112,2381.87
5113,1223.8573
5114,1197.6912
5115,1464.9608
5116,1545.453
5117,2095.091
5118,1459.9684
5119,1726.046
5120,1148.6549
5121,1237.1184
5122,2324.6277
5123,1206.3453
5124,2133.634
5125,1857.1656
5126,2141.9595
5127,1468.338
5128,2200.6604
5129,2323.9788
5130,2200.3796
5131,1951.0516
5132,2221.867
5133,1996.9786
5134,1508.2684
5135,2174.741
5136,1166.5587
5137,1984.809
5138,2116.2395
5139,2431.781
5140,2457.052
5141,2007.0211
5142,2540.57
5143,1962.6752
5144,1614.3903
5145,1920.4752
5146,2073.1074
5147,2124.868
5148,2246.9348
5149,1578.7972
5150,1494.9424
5151,2255.7258
5152,1217.9576
5153,1728.0006
5154,2292.3083
5155,1948.5348
5156,26.659264
5157,1920.15
5158,1808.1284
5159,2203.346
5160,2094.1243
5161,1839.4926
5162,2215.5251
5163,2062.7974
5164,1862.3114
5165,1930.4148
5166,1889.0326
5167,1071.8577
5168,2045.8512
5169,2140.3362
5170,2031.0885
5171,2255.2085
5172,2006.3173
5173,2216.3577
5174,1691.0509
5175,2301.9475
5176,1950.3029
5177,1219.8861
5178,1764.7893
5179,2177.5378
5180,1560.3351
5181,1266.1056
5182,1486.7255
5183,2036.9645
5184,2235.822
5185,2240.3884
5186,1902.4996
5187,1939.0157
5188,1959.3217
5189,1070.517
5190,1605.421
5191,2293.3003
5192,1612.0057
5193,1755.7465
5194,2137.948
5195,1271.1617
5196,1743.8192
5197,2276.8027
5198,1797.1659
5199,1301.1266
5200,1362.915
5201,1856.8401
5202,1234.1936
5203,2185.6453
5204,1693.4552
5205,1306.8522
5206,2068.7336
5207,1856.2617
5208,2288.8826
5209,1590.1964
5210,2414.3743
5211,2194.6458
5212,2222.4082
5213,2135.9233
5214,1879.3785
5215,1789.5748
5216,1425.909
5217,2342.5305
5218,1397.5775
5219,1543.8795
5220,1388.5366
5221,1917.9423
5222,1729.2369
5223,1950.5259
5224,2103.7083
5225,2304.8774
5226,1709.6549
5227,2347.1753
5228,1583.6914
5229,1999.0399
5230,1235.2213
5231,2309.446
5232,1258.3475
5233,2529.0698
5234,1826.8792
5235,1646.224
5236,2132.0183
5237,2048.9165
5238,2056.0488
5239,2072.3596
5240,1878.3185
5241,1952.7562
5242,1965.143
5243,1389.6898
5244,1281.2046
5245,2330.4626
5246,1895.4684
5247,1958.563
5248,2329.518
5249,2166.05
5250,1557.7104
5251,1245.7589
5252,1387.2874
5253,2266.1914
5254,1577.1388
5255,1806.9546
5256,2113.7092
5257,2270.4336
5258,1829.7449
5259,2067.393
5260,1385.3861
5261,1998.5962
5262,2425.7966
5263,1660.4061
5264,1170.5718
5265,2352.7761
5266,1036.7097
5267,2218.6711
5268,634.53375
5269,1606.194
5270,1708.6143
5271,2084.4595
5272,1665.107
5273,1254.0912
5274,2558.2815
5275,1758.0795
5276,1736.7855
5277,2512.0066
5278,2054.8284
5279,1245.7794
5280,2214.4473
5281,1436.0382
5282,2151.9602
5283,2123.9202
5284,1094.1327
5285,1452.6527
5286,2136.7454
5287,2213.4832
5288,2142.1501
5289,1217.0153
5290,2205.6267
5291,2179.7366
5292,1590.0289
5293,2157.4968
5294,1241.5865
5295,2219.86
5296,2168.2144
5297,1457.3204
5298,2236.262
5299,1620.0602
5300,1245.8134
5301,1823.086
5302,1064.2225
5303,2139.9128
5304,2135.8328
5305,2052.7354
5306,1957.9275
5307,1724.5514
5308,2005.9901
5309,2437.1926
5310,1894.9196
5311,1751.1078
5312,1584.1771
5313,1510.6702
5314,2276.1643
5315,2185.6765
5316,2040.4724
5317,1241.8771
5318,1212.4634
5319,1551.716
5320,1998.4537
5321,2042.2028
5322,1568.495
5323,2594.4646
5324,2025.2086
5325,1833.5292
5326,2037.5188
5327,1797.4564
5328,2208.1614
5329,1627.8889
5330,2071.2407
5331,2054.9988
5332,1793.7257
5333,1948.1622
5334,2324.7695
5335,2177.1448
5336,1760.5865
5337,1510.3541
5338,1828.8323
5339,2430.2712
5340,2011.8153
5341,1745.6663
5342,1917.781
5343,1189.7196
5344,2173.2324
5345,1560.5253
5346,2010.016
5347,2352.903
5348,1460.829
5349,2132.315
5350,1716.3676
5351,1631.5226
5352,1307.7295
5353,2247.801
5354,2130.5225
5355,1830.8099
5356,2228.019
5357,2043.2407
5358,1210.5204
5359,2240.5679
5360,1244.8904
5361,2319.2708
5362,1720.7255
5363,1436.3612
5364,1166.9509
5365,1690.777
5366,1350.2662
5367,1577.2056
5368,1916.4163
5369,1519.7281
5370,1577.3776
5371,2024.3252
5372,1124.4027
5373,1231.2406
5374,1909.3025
5375,2536.9158
5376,1989.9952
5377,2446.946
5378,1555.1388
5379,1691.7511
5380,1450.5834
5381,1918.305
5382,1664.7089
5383,2226.8325
5384,2017.7772
5385,1688.193
5386,1362.332
5387,1574.1385
5388,1748.8239
5389,2119.0054
5390,1877.764
5391,2260.0571
5392,2337.698
5393,2260.4636
5394,1617.0951
5395,2300.7234
5396,2502.9937
5397,1622.5448
5398,2006.2162
5399,1290.923
5400,1744.2539
5401,1925.6449
5402,1231.6146
5403,2298.0857
5404,1606.2323
5405,2013.7483
5406,1556.4541
5407,1120.5653
5408,1619.2571
5409,1954.63
5410,1504.1198
5411,1738.1273
5412,2206.6206
5413,1014.86975
5414,2062.779
5415,2265.2644
5416,1394.4833
5417,1788.2079
5418,1281.8689
5419,1795.2389
5420,2198.6921
5421,1624.4833
5422,1876.878
5423,1466.5089
5424,1466.3666
5425,2175.2644
5426,1435.6185
5427,2547.3235
5428,2482.4954
5429,1812.0739
5430,1775.8417
5431,2213.5964
5432,2185.892
5433,2216.5403
5434,1706.4701
5435,1527.3885
5436,2268.2917
5437,2180.2346
5438,1569.3313
5439,2184.2717
5440,2479.4219
5441,1581.7516
5442,1638.1182
5443,1288.4816
5444,1602.1427
5445,1089.5139
5446,1670.5856
5447,1315.0436
5448,1555.6405
5449,1922.4985
5450,1309.348
5451,1981.8011
5452,1106.4325
5453,1391.3376
5454,1881.4816
5455,1199.2733
5456,1431.9849
5457,1642.5066
5458,2058.0032
5459,2213.6792
5460,2168.61
5461,2556.966
5462,2010.3068
5463,2358.8723
5464,1417.1359
5465,1572.3314
5466,2193.8342
5467,2227.3098
5468,2327.011
5469,1840.159
5470,1532.8815
5471,2211.2686
5472,2166.0466
5473,2124.5657
5474,1860.0536
5475,580.64294
5476,1568.2003
5477,1240.7389
5478,1368.7582
5479,1861.8794
5480,1945.4615
5481,1571.2628
5482,2286.29
5483,1772.8046
5484,2110.2124
5485,2474.825
5486,2353.2996
5487,1668.8214
5488,1460.7672
5489,2216.8984
5490,1463.0817
5491,2210.7854
5492,1481.277
5493,1940.161
5494,1075.6261
5495,2179.7874
5496,1171.0884
5497,1860.9667
5498,1977.7783
5499,1244.1976
5500,1463.1534
5501,1657.3546
5502,1959.0917
5503,1680.0717
5504,1341.8331
5505,1972.6862
5506,1837.1736
5507,1541.8312
5508,1583.1742
5509,2176.173
5510,2060.453
5511,1070.0514
5512,1263.1652
5513,1406.4503
5514,2473.1543
5515,2123.3274
5516,1489.1346
5517,2141.1724
5518,1452.8315
5519,2112.4302
5520,1492.3634
5521,2244.541
5522,981.94305
5523,1749.9388
5524,1427.6063
5525,1998.8397
5526,2081.3018
5527,2110.259
5528,1494.0143
5529,2079.1304
5530,1718.3546
5531,2472.8657
5532,1762.33
5533,2086.751
5534,2259.7654
5535,1878.6393
5536,1516.0726
5537,2107.8176
5538,1614.2279
5539,2182.8533
5540,1632.441
5541,1992.3326
5542,1784.0651
5543,2424.5247
5544,1488.6627
5545,1395.4099
5546,1639.9044
5547,2347.4504
5548,1705.8312
5549,1454.5424
5550,1460.307
5551,1334.3292
5552,2158.0376
5553,1395.9962
5554,2004.5502
5555,2517.6072
5556,1818.035
5557,1495.6017
5558,1754.6188
5559,2063.386
5560,1729.1835
5561,2235.2742
5562,1343.0409
5563,2231.5994
5564,1402.0941
5565,1935.4827
5566,1236.7877
5567,2156.7766
5568,1672.2252
5569,1928.8901
5570,1501.6578
5571,1487.4536
5572,2162.3118
5573,1498.3573
5574,1412.4679
5575,1300.9045
5576,1349.8242
5577,2177.7346
5578,2213.9797
5579,1618.3666
5580,2106.8713
5581,1207.7457
5582,1033.8983
5583,2061.7815
5584,1415.7107
5585,1981.0148
5586,2089.6172
5587,1205.1383
5588,1131.0197
5589,2410.341
5590,1236.8019
5591,513.6353
5592,1379.1273
5593,1761.2089
5594,1585.381
5595,1614.8165
5596,1486.9747
5597,2089.1062
5598,1979.9247
5599,2032.3379
5600,1940.805
5601,956.46783
5602,1523.9996
5603,2114.9856
5604,1558.0214
5605,1679.7845
5606,2179.0867
5607,2110.9966
5608,778.5653
5609,1266.8942
5610,1398.0814
5611,2269.216
5612,2088.0403
5613,1444.3682
5614,1421.3627
5615,2213.9797
5616,1623.8284
5617,2161.8655
5618,1635.0732
5619,1403.361
5620,1646.7096
5621,1929.2079
5622,2249.2698
5623,2446.1511
5624,2411.9265
5625,2102.0627
5626,2044.9235
5627,1240.7097
5628,1333.0016
5629,1721.4633
5630,1749.9634
5631,1785.591
5632,1334.0437
5633,2417.5813
5634,1120.0741
5635,1374.7064
5636,2129.5935
5637,2145.083
5638,1383.8127
5639,1342.5836
5640,2184.5505
5641,2135.3542
5642,2112.3904
5643,531.2569
5644,1263.0688
5645,1845.0004
5646,1021.9639
5647,2254.1052
5648,1697.2535
5649,1525.8466
5650,1159.3052
5651,2110.7886
5652,1562.0935
5653,1410.4125
5654,2418.0383
5655,1070.3158
5656,1787.9398
5657,1475.8563
5658,1872.5858
5659,1767.2528
5660,2499.7898
5661,2226.909
5662,2012.0259
5663,2056.5486
5664,2250.7976
5665,2286.5168
5666,1956.3075
5667,1757.452
5668,1610.3802
5669,2054.4885
5670,2479.5715
5671,1577.0201
5672,2245.6912
5673,2437.9805
5674,2147.475
5675,1366.9275
5676,2135.9512
5677,1742.9479
5678,2053.7827
5679,1385.6354
5680,2114.4053
5681,1907.5603
5682,1533.6
5683,2129.8274
5684,1994.6696
5685,1137.6134
5686,1994.753
5687,1981.4905
5688,1760.7018
5689,2110.385
5690,1752.5997
5691,2350.2327
5692,1558.9647
5693,1831.1078
5694,1146.5833
5695,1792.7982
5696,1254.6095
5697,2179.127
5698,2156.466
5699,1988.372
5700,1558.789
5701,1860.6073
5702,1824.6273
5703,1176.9949
5704,1032.1309
5705,2250.985
5706,1561.5333
5707,2192.8708
5708,1094.9513
5709,1816.9127
5710,1713.9071
5711,1809.4379
5712,1217.5199
5713,1574.4186
5714,2103.0117
5715,2361.1023
5716,2273.0056
5717,1290.0253
5718,2159.7998
5719,2142.495
5720,1819.2943
5721,578.541
5722,1508.4601
5723,1800.8529
5724,2465.3691
5725,2109.6243
5726,1783.0148
5727,2097.6807
5728,1218.6191
5729,2148.907
5730,2078.5447
5731,1705.1588
5732,2240.0037
5733,1563.1188
5734,1606.6556
5735,1884.5974
5736,1857.8578
5737,1602.1798
5738,1363.6183
5739,1917.9955
5740,1886.3198
5741,2195.9924
5742,1873.2467
5743,2167.5461
5744,2237.3958
5745,1948.8372
5746,1883.9598
5747,2387.4568
5748,1520.891
5749,1996.0951
5750,2213.4436
5751,2189.3962
5752,1874.7623
5753,1942.0632
5754,2223.359
5755,2021.7338
5756,1332.611
5757,1967.3698
5758,1871.9033
5759,2141.6204
5760,1520.9111
5761,1473.808
5762,2004.3802
5763,1240.7352
5764,1867.1923
5765,1992.0394
5766,1388.3232
5767,1847.9894
5768,2031.6703
5769,1277.9286
5770,1281.1718
5771,2145.9128
5772,1564.2129
5773,1744.5602
5774,1959.0216
5775,2024.2057
5776,1629.3073
5777,2165.3577
5778,1646.1127
5779,2233.2483
5780,1725.4713
5781,2208.812
5782,1675.7404
5783,2001.7704
5784,1318.491
5785,2346.6165
5786,2614.6382
5787,2137.8562
5788,2076.748
5789,1061.0531
5790,2572.2642
5791,1643.6101
5792,2032.8734
5793,1716.6832
5794,1263.1613
5795,2107.6008
5796,1985.9933
5797,1792.5654
5798,2307.6926
5799,2143.681
5800,2256.4587
5801,2006.909
5802,2120.9592
5803,1882.6719
5804,2113.356
5805,1492.3531
5806,1934.0726
5807,2153.8743
5808,1379.673
5809,2342.004
5810,2229.8728
5811,1678.5504
5812,2292.4863
5813,1769.8564
5814,1769.8453
5815,1867.3451
5816,1706.8043
5817,2324.6917
5818,2082.091
5819,1509.8837
5820,2275.411
5821,2406.3599
5822,2527.547
5823,1424.4491
5824,2159.4026
5825,1827.7217
5826,1634.5663
5827,1849.8986
5828,2023.2894
5829,1993.2687
5830,1926.8662
5831,1301.4279
5832,2442.239
5833,1653.6115
5834,1113.764
5835,1876.5927
5836,1993.9042
5837,2537.087
5838,2098.1787
5839,1776.2998
5840,2137.8696
5841,1525.1595
5842,2536.0361
5843,2027.3274
5844,1205.7418
5845,2230.005
5846,2278.264
5847,1620.2838
5848,2541.9353
5849,2324.7146
5850,1606.1577
5851,2118.6145
5852,1346.7616
5853,2230.7805
5854,2068.1028
5855,1516.7584
5856,2357.5024
5857,1746.3326
5858,2153.777
5859,1533.9264
5860,2174.6375
5861,2161.5894
5862,1382.8766
5863,1632.9962
5864,1039.6694
5865,1573.6254
5866,1177.3097
5867,1856.8434
5868,1262.5807
5869,1084.0604
5870,1953.2245
5871,2085.4763
5872,1761.1866
5873,1678.4084
5874,1432.3586
5875,1568.6481
5876,2009.2391
5877,2515.8477
5878,1298.0131
5879,1975.0299
5880,2176.8171
5881,1491.7999
5882,1143.2445
5883,1490.5721
5884,2094.6865
5885,1469.989
5886,2126.4324
5887,2346.4934
5888,1357.4677
5889,26.659264
5890,2120.33
5891,1320.6178
5892,1949.6151
5893,2137.8557
5894,1547.051
5895,2012.2466
5896,2062.656
5897,1693.2188
5898,1887.3608
5899,2245.443
5900,1853.7357
5901,1921.091
5902,2206.6538
5903,1511.8033
5904,1787.6276
5905,2222.7322
5906,1905.7655
5907,2200.2146
5908,2155.034
5909,1748.9359
5910,2091.999
5911,1762.3679
5912,1869.0092
5913,2019.5311
5914,2133.3599
5915,708.61383
5916,2094.8953
5917,2268.1282
5918,2118.5857
5919,1217.9313
5920,1779.8695
5921,1418.484
5922,1431.1085
5923,1787.005
5924,1630.1747
5925,1826.6232
5926,2384.0908
5927,1568.9254
5928,1294.591
5929,698.196
5930,1832.8391
5931,1227.2477
5932,1913.266
5933,2322.269
5934,1040.9508
5935,2147.9424
5936,2027.6704
5937,1644.6787
5938,1823.2623
5939,1994.4188
5940,2150.9705
5941,1677.626
5942,2317.7585
5943,2437.1565
5944,1890.608
5945,2328.7156
5946,2059.0486
5947,1180.0662
5948,2221.9915
5949,1533.4553
5950,1616.4996
5951,2238.0159
5952,1842.2345
5953,1229.4974
5954,2082.4722
5955,1715.8748
5956,1934.8019
5957,1534.033
5958,1349.8241
5959,1600.2402
5960,1978.9469
5961,2243.263
5962,2131.3386
5963,1386.5962
5964,2324.6316
5965,1507.2789
5966,1412.9247
5967,1237.7887
5968,1562.2338
5969,1959.9564
5970,2455.4197
5971,1102.4983
5972,2343.6428
5973,2208.5513
5974,2058.3726
5975,1506.3483
5976,1975.5868
5977,1435.9982
5978,2152.9329
5979,1663.8383
5980,2432.812
5981,1264.5048
5982,1918.9587
5983,2013.7864
5984,2226.008
5985,2071.1316
5986,1662.0436
5987,2213.5588
5988,1430.8673
5989,2066.6492
5990,1773.348
5991,2317.8254
5992,1926.7462
5993,2115.6567
5994,2175.9824
5995,1603.7904
5996,1561.4528
5997,1791.67
5998,1505.2408
5999,1731.2611
6000,2457.5461
6001,1380.7135
6002,1759.9672
6003,2150.1697
6004,1500.9261
6005,2193.342
6006,1978.0507
6007,1839.771
6008,1956.5089
6009,2478.7942
6010,1175.6547
6011,1424.9232
6012,2012.0468
6013,2228.0217
6014,2375.4736
6015,2084.7156
6016,2208.2595
6017,2068.0225
6018,1290.843
6019,1460.5299
6020,1418.257
6021,1670.6119
6022,1780.5126
6023,1984.569
6024,1297.5258
6025,1801.2484
6026,1339.7001
6027,2042.1691
6028,1553.6729
6029,1531.3241
6030,2200.5315
6031,2246.4678
6032,2463.1462
6033,653.2553
6034,1797.4779
6035,1921.3779
6036,2211.073
6037,1607.2428
6038,2265.9373
6039,1934.564
6040,1825.3563
6041,1067.6885
6042,2268.2156
6043,1343.4354
6044,1851.4669
6045,1046.9048
6046,2052.0176
6047,2070.8022
6048,2155.2961
6049,1813.9382
6050,1673.211
6051,2116.1946
6052,2224.3547
6053,2034.7158
6054,2178.0085
6055,1830.7952
6056,1415.3148
6057,1729.7921
6058,2443.3303
6059,1187.24
6060,2157.6797
6061,2229.3396
6062,1177.2328
6063,1328.0143
6064,1566.8485
6065,1500.8156
6066,2446.6125
6067,2235.5017
6068,1627.2335
6069,2053.9932
6070,1488.9071
6071,2080.203
6072,1431.7023
6073,2130.617
6074,2233.7761
6075,2097.1792
6076,1893.7858
6077,1567.4829
6078,2051.6416
6079,2215.2917
6080,1361.9784
6081,1429.7611
6082,1694.2904
6083,1803.9973
6084,1515.0459
6085,1649.3188
6086,1774.8562
6087,2225.589
6088,1733.7894
6089,1050.4525
6090,1482.6504
6091,2362.1099
6092,1917.3492
6093,1944.7297
6094,2637.9333
6095,1681.289
6096,1877.8188
6097,1318.8494
6098,1595.2661
6099,2103.434
6100,1931.5132
6101,1908.5393
6102,1090.3156
6103,1244.2448
6104,2458.0227
6105,1146.6395
6106,1767.0377
6107,2419.1987
6108,1786.5043
6109,2195.5894
6110,2362.3738
6111,2243.2395
6112,2189.6716
6113,2122.2961
6114,1833.2505
6115,1796.586
6116,2617.2278
6117,2185.6377
6118,1503.2584
6119,2379.801
6120,2021.4218
6121,1040.0067
6122,1966.6107
6123,1957.3961
6124,1989.6129
6125,2136.94
6126,1047.4061
6127,1397.4645
6128,1434.8815
6129,1366.3478
6130,1527.7567
6131,1914.9613
6132,2328.0938
6133,2255.124
6134,2224.932
6135,1862.9294
6136,1188.2279
6137,1103.1143
6138,1335.6082
6139,1993.69
6140,2023.484
6141,2099.5398
6142,1430.9873
6143,1868.2169
6144,1442.6995
6145,1388.0402
6146,1845.2198
6147,1421.1727
6148,2015.5421
6149,2311.545
6150,1281.7982
6151,2149.963
6152,2435.2551
6153,2070.2327
6154,2443.361
6155,2444.5647
6156,1578.3446
6157,1717.1786
6158,2080.6218
6159,1419.1029
6160,2370.6877
6161,1471.5094
6162,2247.1882
6163,2509.186
6164,1425.0975
6165,1948.8668
6166,2132.1438
6167,1786.1821
6168,2191.5476
6169,2123.7332
6170,1991.7535
6171,1501.2657
6172,1437.0787
6173,2287.258
6174,2382.5588
6175,2148.6348
6176,2192.341
6177,2223.424
6178,2076.243
6179,1782.6123
6180,1025.809
6181,1887.2805
6182,2471.0532
6183,2058.1624
6184,1241.1874
6185,2140.889
6186,1946.497
6187,1726.8213
6188,2205.5334
6189,2359.2834
6190,1791.1566
6191,1072.9387
6192,2086.3354
6193,2272.8013
6194,1217.9369
6195,1868.8094
6196,1615.7843
6197,1540.3314
6198,1461.1592
6199,2132.5579
6200,2406.7659
6201,1664.7819
6202,1527.0846
6203,1889.9503
6204,1955.818
6205,1116.3964
6206,1953.0553
6207,2156.954
6208,1728.3514
6209,2064.6777
6210,1759.2485
6211,1052.1886
6212,2534.689
6213,2111.9507
6214,1968.4928
6215,1801.6935
6216,1646.6034
6217,2145.6614
6218,1866.9297
6219,1448.7357
6220,1352.4823
6221,2078.888
6222,2258.48
6223,2221.3052
6224,2010.3837
6225,2244.3074
6226,1768.0712
6227,1615.4188
6228,1975.4376
6229,1923.0826
6230,1116.1136
6231,1592.5338
6232,1422.1581
6233,1094.4581
6234,860.6938
6235,1379.3798
6236,1559.2816
6237,1569.3043
6238,1838.4537
6239,1154.3607
6240,2160.687
6241,2262.64
6242,2040.3615
6243,1963.7317
6244,1896.5775
6245,1619.061
6246,1848.2223
6247,1630.0314
6248,1549.9679
6249,1457.8049
6250,2112.197
6251,1384.234
6252,2413.8652
6253,1600.6316
6254,1783.8181
6255,1643.6608
6256,1634.3739
6257,1819.2379
6258,1204.18
6259,1782.5275
6260,1710.0939
6261,1652.7406
6262,1238.8129
6263,2025.8712
6264,2110.4075
6265,1230.7216
6266,1799.7255
6267,1535.9128
6268,1375.6649
6269,26.659264
6270,1536.4651
6271,1919.1986
6272,1866.499
6273,1385.4623
6274,1626.9105
6275,2097.0757
6276,1940.7747
6277,2386.4905
6278,2007.1818
6279,2054.068
6280,1716.7555
6281,1662.2946
6282,2435.576
6283,1502.8815
6284,1457.4891
6285,1949.1669
6286,2177.569
6287,2438.2288
6288,1743.4244
6289,1910.6835
6290,2169.1243
6291,1139.6669
6292,2535.1672
6293,2552.0293
6294,1945.7694
6295,2418.4192
6296,1829.0148
6297,2235.6594
6298,1382.1139
6299,1505.1825
6300,1691.9435
6301,2000.4554
6302,1657.9337
6303,1835.0604
6304,2033.5648
6305,2378.2654
6306,1255.9984
6307,2093.4177
6308,1951.3378
6309,1612.9951
6310,1509.5448
6311,1240.6588
6312,1332.2875
6313,2248.4
6314,1841.7434
6315,2247.5166
6316,1647.3502
6317,1535.1766
6318,1996.026
6319,2153.7766
6320,2408.3271
6321,1938.9414
6322,1790.2911
6323,1595.8853
6324,2011.4913
6325,1637.7726
6326,1899.535
6327,2139.465
6328,1461.9852
6329,1924.7006
6330,1942.3715
6331,1953.3497
6332,680.1916
6333,1490.5352
6334,1600.1942
6335,2114.6895
6336,1795.2279
6337,1578.4536
6338,1383.8405
6339,2098.4795
6340,1528.3041
6341,1467.4762
6342,2434.7952
6343,2101.6765
6344,1930.3129
6345,1910.5643
6346,2124.833
6347,1356.2643
6348,1063.4175
6349,2080.3376
6350,2100.7053
6351,1918.7974
6352,1581.1654
6353,2147.2854
6354,1502.1831
6355,1952.6854
6356,2603.4626
6357,1036.7745
6358,1603.4315
6359,1029.48
6360,1390.4823
6361,2124.7385
6362,2074.6782
6363,1577.9269
6364,1812.0018
6365,2181.5886
6366,1827.1935
6367,2153.9583
6368,2207.395
6369,2081.0642
6370,2390.4863
6371,1878.9642
6372,2453.214
6373,1756.9999
6374,1870.8552
6375,1818.0284
6376,2226.998
6377,1361.9144
6378,2486.538
6379,2170.3586
6380,2336.9749
6381,2193.4841
6382,1662.8506
6383,1675.0428
6384,2070.884
6385,1779.5924
6386,2202.2278
6387,1604.9901
6388,1760.8069
6389,1467.1305
6390,1241.1359
6391,1824.8856
6392,2080.177
6393,1353.663
6394,2153.91
6395,1668.2704
6396,2135.128
6397,1442.9253
6398,1777.8756
6399,2146.703
6400,2174.1174
6401,2098.762
6402,1499.7655
6403,1535.8193
6404,2398.1086
6405,1962.3326
6406,1724.3053
6407,1160.5659
6408,1803.9558
6409,1665.8761
6410,1794.2001
6411,1915.8527
6412,2181.094
6413,1584.7345
6414,2303.5107
6415,1601.8531
6416,1760.0306
6417,1841.0468
6418,2001.0526
6419,1951.2992
6420,2092.3445
6421,1755.4879
6422,2064.7532
6423,2114.649
6424,2110.2866
6425,1729.8132
6426,2443.7615
6427,2398.9104
6428,1519.3585
6429,1233.1888
6430,2170.9377
6431,2118.0093
6432,1300.036
6433,1485.9005
6434,1299.1248
6435,2231.1208
6436,2132.088
6437,1690.7833
6438,1567.1842
6439,2093.0393
6440,1446.4523
6441,1332.4171
6442,2105.852
6443,2310.3938
6444,2198.844
6445,1525.7792
6446,2421.6692
6447,1370.5079
6448,2325.195
